Master.Protein.Accessions	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20
O95140	0	0	0	0	0	0	0	0	12900000	7600000	0	0	0	0	0	0	0	0	0	0
O95155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9e+07	6500000	0	6300000	9100000	1e+07
O95159	0	0	235600000	117300000	30500000	135400000	104400000	50300000	35100000	0	0	0	0	0	0	0	0	0	0	0
O95163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4200000	0	10400000	9300000	0	7800000
O95232	0	0	0	0	0	0	0	0	0	0	17200000	37900000	209400000	777500000	6.96e+08	228410000	359840000	285036000	148200000	2.54e+08
O95235	0	0	0	0	0	0	0	0	0	0	0	0	1.2e+07	4100000	0	0	0	0	0	0
O95239	0	0	0	0	0	0	0	0	0	0	0	0	58300000	22300000	6800000	0	7900000	4900000	0	13200000
O95248	0	0	24700000	7200000	0	8100000	2600000	0	0	4e+06	0	0	0	0	0	0	0	0	0	0
O95292	0	0	28100000	3100000	0	3600000	2300000	1.7e+07	3.6e+07	0	1.7e+07	1.3e+07	19900000	1.1e+07	0	0	0	0	0	0
O95297	0	0	34200000	5600000	0	4400000	0	0	2.8e+07	0	0	0	0	0	0	0	0	0	0	0
O95302	0	0	3e+06	0	0	0	0	0	1.7e+07	4.1e+07	0	0	0	0	0	0	0	0	0	0
O95347	0	0	0	0	0	0	0	4400000	0	0	0	0	44800000	79800000	71800000	157100000	73300000	8.5e+07	27400000	84600000
O95425	0	0	1100000	0	0	0	0	77700000	285600000	247100000	71100000	15800000	0	0	0	0	5300000	0	0	0
O95433	0	0	0	0	0	0	0	0	2.5e+07	0	10600000	21200000	0	2.5e+07	27800000	3e+07	45800000	8.7e+07	4.3e+07	75600000
O95470	0	0	1600000	1200000	0	0	1200000	7900000	9700000	8200000	4600000	0	5400000	0	0	0	0	0	0	0
O95486	0	0	0	0	0	0	0	0	0	0	0	6500000	0	0	0	0	0	0	0	0
O95487	0	0	19300000	22800000	17200000	30800000	45300000	1.34e+08	45400000	6300000	8400000	0	0	0	0	1500000	1.4e+07	25100000	9100000	3e+06
O95490	0	0	6e+06	4400000	0	0	0	4100000	4200000	0	0	0	0	0	0	0	0	0	0	0
O95571	0	0	0	0	0	0	0	0	6.9e+07	32500000	1.2e+07	0	0	0	0	0	0	0	0	0
O95573	0	0	4600000	0	0	0	0	1400000	0	7900000	13100000	0	0	0	0	0	0	0	0	0
O95602	0	0	0	0	0	0	0	0	0	0	0	0	0	2e+07	1.5e+07	0	1.6e+07	4100000	0	0
O95613	0	0	0	0	0	0	0	950000	1.3e+07	0	4300000	0	0	11700000	0	0	0	0	0	0
O95678	0	0	0	0	0	0	0	0	200600000	130100000	124800000	27500000	0	1.6e+07	0	0	0	0	0	0
O95714	0	0	6200000	5700000	0	0	0	0	11500000	9200000	3e+06	0	0	11100000	9800000	0	0	0	0	0
O95782	0	0	12400000	12700000	0	9500000	2500000	2.6e+07	174600000	56200000	21700000	0	0	6200000	12100000	0	4500000	2500000	0	3200000
O95793	0	0	0	2700000	0	1100000	0	0	20200000	18200000	11400000	5300000	1.6e+07	1.3e+07	93500000	317200000	1.35e+08	110200000	21400000	55700000
O95816	0	0	3e+06	0	0	0	0	3500000	0	1.8e+07	0	1.2e+07	6200000	8800000	1.3e+07	4300000	4100000	0	0	0
O95817	0	0	0	0	0	0	6400000	30400000	9.6e+07	7.8e+07	1.7e+07	0	0	0	1800000	35400000	15900000	16100000	3700000	8600000
O95819	0	0	6300000	8400000	0	0	3800000	6.9e+07	122100000	51100000	8500000	0	0	0	0	0	0	3e+06	3700000	5700000
O95864	0	0	0	0	0	0	0	1.5e+07	3600000	0	0	0	0	0	0	0	0	0	0	0
O95865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2500000	0	0	0	0	0
O95881	0	0	0	0	0	0	0	0	1.5e+07	1.9e+07	1.4e+07	0	0	0	0	0	0	0	0	0
O95985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3500000	6e+06	0	0	0
O96005	0	0	0	0	0	0	0	0	4e+06	0	0	0	0	0	0	0	0	0	0	0
O96008	0	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	0	0	0	0	0
O96013	0	0	3500000	0	0	0	0	0	36400000	0	0	0	0	0	0	0	0	0	0	0
O96028	0	0	0	0	0	0	0	0	0	0	0	0	9100000	0	0	0	0	0	0	0
P00338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9e+06	1.5e+07	0	8300000
P00367	0	0	0	0	0	0	0	0	2.7e+07	0	0	0	0	0	0	0	0	0	0	0
P00387	0	0	1.2e+07	9100000	0	2800000	2500000	3.5e+07	25700000	11200000	6600000	11400000	8200000	0	0	0	0	0	0	0
P00390	0	0	0	0	0	0	0	0	0	0	0	0	0	4700000	0	0	22400000	1.3e+07	14700000	22100000
P00403	0	0	0	0	0	0	0	1500000	4e+07	4.6e+07	1.6e+07	8800000	0	0	0	0	0	0	0	0
P00441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6100000	0	12600000	5.9e+07	0	0
P00505	0	0	0	0	0	0	0	0	2.9e+07	2.9e+07	0	0	0	0	0	0	0	0	0	0
P00533	0	0	19700000	12100000	8600000	5900000	2200000	7400000	0	0	0	0	0	0	0	0	0	0	0	0
P00750	0	0	3200000	4400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01033	0	0	78730000	51900000	10290000	41200000	1700000	6100000	7500000	0	0	0	0	0	0	0	0	0	0	0
P01130	0	0	55350000	30900000	2900000	25200000	0	9100000	0	0	0	0	0	0	0	0	0	0	0	0
P02452	0	1700000	57500000	50200000	3.7e+07	44700000	31300000	7.2e+07	4700000	4400000	4300000	1e+07	0	0	0	0	0	0	0	0
P02453	0	0	8400000	7700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P02462	0	0	0	0	0	0	0	0	1.8e+07	0	0	0	0	0	0	0	0	0	0	0
P02511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3900000	0	1500000	0	0
P02533	6200000	2100000	4200000	0	0	0	758400000	6e+06	0	0	0	0	0	0	0	0	0	0	0	0
P02538	0	1700000	0	0	0	0	5.45e+08	6e+06	0	0	0	0	0	0	0	0	0	0	3500000	0
P02545	0	0	0	0	0	0	0	0	3.3e+07	0	0	19500000	535900000	467100000	1.44e+08	5.8e+07	8300000	2.6e+07	0	13100000
P02751	0	4500000	320450000	249130000	98600000	161190000	1.28e+08	1.04e+08	177200000	77100000	60940000	28600000	0	0	0	0	0	0	0	0
P02769	0	0	4e+06	2670000	0	0	0	0	2200000	0	0	4800000	0	0	0	0	0	21500000	0	0
P02786	0	17900000	6.77e+08	511800000	240900000	3.76e+08	202200000	2.69e+08	140400000	1.5e+08	72400000	1.9e+07	0	0	0	0	0	0	0	4200000
P02794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7100000	35400000
P04181	0	0	0	0	0	0	0	0	49500000	1.1e+07	4300000	0	0	0	0	0	0	0	0	0
P04183	0	0	5300000	0	0	0	0	1.3e+07	41600000	9900000	0	0	4500000	0	0	1.9e+07	3900000	2.4e+07	5700000	66200000
P04216	0	4100000	2.77e+08	1.26e+08	9200000	29900000	1.1e+07	1.2e+07	1.06e+08	1.42e+08	1.4e+07	0	4.7e+07	4.9e+07	2.6e+07	1e+07	0	0	0	6700000
P04259	0	0	0	0	0	0	2.5e+07	0	0	0	0	0	0	0	0	0	0	0	0	0
P04350	0	0	0	0	0	0	0	0	0	4300000	0	0	0	0	5e+06	13300000	9e+06	1.7e+07	0	5800000
P04406	0	0	5.3e+07	19600000	0	4500000	4.2e+07	77700000	131600000	87800000	74900000	1.28e+08	336900000	925200000	1398100000	2225500000	1312200000	2835200000	1025700000	1645700000
P04626	0	0	9200000	2400000	0	2500000	0	0	13900000	0	0	0	0	0	0	0	0	0	0	0
P04632	0	0	5900000	4700000	0	0	5800000	1.7e+07	0	1.1e+07	0	0	0	0	0	0	0	2e+07	1.6e+07	2.2e+07
P04792	0	3300000	68400000	37600000	13400000	37800000	89300000	9e+07	343800000	283200000	135100000	3.91e+08	4.07e+08	716600000	639500000	1.891e+09	1.005e+09	1743400000	9.08e+08	842900000
P04818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7200000	0	1.4e+07	0	0
P04843	0	0	39600000	4.9e+07	2400000	14800000	34200000	28900000	217600000	2.27e+08	1.31e+08	3.3e+07	44800000	6800000	0	0	0	0	0	4500000
P04844	0	0	0	0	0	0	0	0	0	6400000	1200000	1200000	0	0	0	0	0	0	0	0
P04899	7400000	9200000	1.01e+08	37300000	13600000	1.1e+07	14100000	2.2e+07	9.7e+07	87300000	34700000	1.9e+07	0	0	0	0	0	0	0	0
P05023	1e+07	14700000	185600000	119800000	32400000	52200000	24200000	137300000	5.37e+08	367200000	118500000	76400000	2500000	0	0	0	0	0	0	0
P05026	0	0	22900000	3900000	0	0	0	0	2.3e+07	7100000	0	2400000	0	0	0	0	0	0	0	0
P05091	0	0	0	0	0	0	0	0	49300000	7e+07	0	0	0	0	0	0	0	0	0	0
P05106	0	0	0	8700000	0	4200000	0	3500000	9.15e+08	8200000	0	3e+08	0	0	0	0	0	0	0	0
P05198	0	0	6900000	0	0	0	0	0	0	0	0	1.9e+07	4.5e+07	5.5e+07	7900000	79500000	4.1e+07	6e+07	37600000	45200000
P05204	0	0	0	0	0	0	0	6800000	5.6e+07	5800000	1.1e+07	14500000	106500000	1.13e+08	95200000	60800000	22700000	1.1e+07	2800000	0
P05386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e+06	0	0	0
P05387	0	0	0	0	0	0	0	0	13700000	4.2e+07	8400000	6800000	1.2e+07	9700000	25800000	2.8e+08	159500000	4800000	5e+06	0
P05388	0	0	6200000	0	0	0	0	0	0	0	0	0	4600000	0	0	0	0	4.5e+07	0	2.5e+07
P05455	0	0	4900000	5800000	3100000	6e+06	6700000	33500000	1.7e+07	1.4e+07	57700000	204800000	276900000	616800000	5.69e+08	3.84e+08	506100000	443700000	195100000	199200000
P05556	4.2e+07	209600000	3570900000	2477200000	8.76e+08	1.714e+09	1463500000	2668500000	4990800000	4.803e+09	2.798e+09	1980900000	1.725e+09	1.639e+09	5.7e+08	335800000	6.7e+07	1.66e+08	100100000	187500000
P05783	0	0	0	0	0	0	0	0	20500000	1.1e+07	0	3400000	0	0	0	0	0	0	0	0
P05787	0	0	0	0	0	0	0	0	116300000	82400000	32400000	10500000	0	1.2e+08	0	0	0	3500000	3400000	5100000
P06396	0	0	0	0	0	0	0	0	9e+06	0	0	0	0	0	0	0	0	0	0	0
P06493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e+07	4700000	0
P06576	0	0	0	0	0	0	0	0	155400000	1.35e+08	3.9e+07	26300000	0	0	0	0	0	0	0	0
P06702	0	0	0	0	0	0	2.17e+08	0	0	0	0	0	0	0	0	0	0	0	0	0
P06733	0	0	6.5e+07	45840000	0	0	4.9e+07	66700000	2.3e+08	102900000	97600000	92600000	133700000	5.62e+08	6.03e+08	1248300000	6.94e+08	1.424e+09	581260000	940700000
P06737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2900000
P06744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4e+07	28900000	1.23e+08	0	16900000
P06748	0	0	0	0	1700000	0	3400000	1.5e+07	25500000	90800000	0	68200000	6.2e+08	1.22e+09	8.15e+08	164900000	52200000	7.7e+07	4.7e+07	5.1e+07
P06753	0	0	19500000	4900000	3800000	7800000	2.3e+07	1.15e+08	1.42e+08	5.2e+07	9.8e+07	6.6e+07	2.7e+07	4.2e+07	3.7e+07	34600000	0	2.3e+07	6500000	29200000
P06756	0	7700000	841300000	524200000	133800000	225800000	122500000	5.5e+07	2.37e+08	1.8e+08	9550000	0	0	0	5500000	0	0	0	0	0
P07195	0	0	0	0	0	0	0	0	0	4200000	7200000	1e+07	4e+07	6.8e+07	7.6e+07	6.3e+07	8.7e+07	218700000	7.5e+07	143900000
P07199	0	0	0	0	0	0	0	0	0	0	0	0	6800000	0	0	0	0	0	0	0
P07203	0	0	0	0	0	0	0	0	24700000	0	0	0	0	0	0	0	0	0	0	0
P07237	0	2300000	382100000	248400000	51100000	124100000	248900000	946800000	1.902e+09	1564100000	852500000	505200000	226500000	153400000	48600000	55400000	30500000	43500000	2.8e+07	94500000
P07305	0	0	0	0	0	0	0	0	0	1.1e+07	0	3700000	1.2e+07	0	2800000	3900000	0	0	0	0
P07355	0	0	7300000	2400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P07384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3e+07	1.9e+07	20100000	23800000
P07437	1.7e+07	1.6e+07	953400000	6.93e+08	2.55e+08	544600000	477400000	1001990000	2089100000	1213300000	8.5e+08	744200000	8.4e+08	1994800000	1.835e+09	2.33e+09	1764500000	1605100000	9.49e+08	910500000
P07476	0	0	0	0	0	0	17900000	0	0	0	0	0	0	0	0	0	0	0	0	0
P07477	5100000	0	0	3700000	0	0	0	6100000	0	0	0	0	0	0	0	0	0	0	0	0
P07602	0	0	0	0	0	1900000	0	2800000	0	0	0	0	0	0	0	0	0	0	0	0
P07737	0	0	3100000	4800000	0	2200000	0	3e+06	46100000	15400000	0	0	0	2.5e+07	0	64100000	3.6e+07	7.8e+07	1.1e+07	1.7e+07
P07814	0	0	2.8e+07	11200000	0	5100000	5700000	47400000	146800000	141700000	36200000	3400000	1.7e+07	78900000	428500000	606900000	609900000	706800000	161500000	348400000
P07858	0	0	6e+07	23400000	1e+07	5900000	1.2e+07	1.2e+07	13700000	0	0	0	0	0	0	0	0	0	0	0
P07910	0	0	9400000	11500000	0	0	6700000	2.5e+07	5.87e+08	247800000	216300000	799300000	1268300000	8.786e+09	7198500000	2292800000	1964400000	468900000	4.84e+08	3.1e+08
P07942	0	0	34200000	9400000	3400000	5300000	19390000	5300000	33400000	3.2e+07	22900000	3500000	0	0	0	0	0	0	0	1600000
P07947	0	0	1e+07	28200000	0	0	0	3.4e+07	2.9e+07	4.6e+07	2.3e+07	1.5e+07	0	0	0	0	0	0	0	0
P07951	0	0	0	0	0	0	0	0	0	0	0	0	6200000	0	0	0	0	0	0	0
P07954	0	0	0	0	0	0	0	0	29400000	0	5600000	0	0	0	0	0	0	0	0	2500000
P07996	0	0	13200000	15400000	4e+06	1.5e+07	5500000	23600000	0	0	0	0	0	0	0	0	0	0	0	0
P08069	0	0	27100000	6700000	0	0	0	5600000	24200000	22200000	0	0	0	0	0	0	0	0	0	0
P08133	0	0	73100000	12100000	0	4100000	3300000	32300000	73300000	50300000	16700000	0	0	0	0	3100000	0	0	220000	0
P08174	0	0	0	0	0	0	0	0	2.2e+07	8600000	0	0	0	0	0	0	0	0	0	0
P08183	0	0	2500000	5800000	0	2500000	0	0	0	1.1e+07	0	0	0	0	0	0	0	0	0	0
P08195	4900000	14500000	541400000	376700000	42400000	169900000	156400000	260100000	850900000	647900000	188900000	52500000	28800000	0	0	0	0	0	0	17600000
P08237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5100000	2.1e+07	19900000	57300000	7100000	54400000
P08238	0	0	0	1500000	0	9100000	3100000	5600000	2.4e+07	0	0	0	137700000	1.2e+08	0	0	4.2e+07	124100000	5e+07	9.6e+07
P08240	0	0	0	0	0	0	0	25900000	28700000	20300000	1.6e+07	0	0	0	0	0	0	0	0	0
P08243	0	0	8600000	6700000	0	0	0	0	16400000	4900000	0	0	0	0	0	6600000	2.2e+07	110200000	28300000	77700000
P08253	0	0	10200000	9100000	2700000	10700000	0	2800000	0	0	0	0	0	0	0	0	0	0	0	0
P08572	0	0	37700000	19100000	7800000	25400000	1.1e+07	32300000	3.8e+07	0	2.2e+07	0	5100000	0	0	0	0	0	0	0
P08621	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	5.7e+07	63100000	5e+07	5.8e+07	0	1.3e+07	0
P08648	0	4600000	1083100000	767100000	155700000	358100000	179200000	333200000	530300000	415900000	81100000	0	0	0	0	6600000	5300000	0	0	8700000
P08670	0	0	0	0	0	0	0	4e+07	3.37e+08	260200000	5.7e+07	8.1e+07	0	0	1.1e+07	3.9e+07	0	0	0	0
P08708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77800000	26500000	14900000	1600000	0
P08754	2600000	0	5100000	9200000	0	5800000	5400000	2.3e+07	4.3e+07	4.1e+07	0	0	0	0	0	0	0	0	0	0
P08779	3500000	2300000	0	0	0	0	2125100000	14700000	0	0	0	0	0	0	0	0	0	0	10200000	0
P09001	0	0	0	0	0	0	0	0	50300000	2.2e+07	0	0	0	0	0	0	0	0	0	0
P09012	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2e+07	0	0	0	0	0	0
P09132	0	0	0	0	0	0	0	0	790000	0	0	2100000	0	0	0	5500000	3700000	0	0	0
P09180	0	0	0	0	0	0	0	0	6100000	0	0	0	0	0	0	0	0	0	0	0
P09382	0	5900000	1.56e+08	8.1e+07	1.8e+07	6e+07	31500000	51100000	2.44e+08	1.23e+08	3.2e+07	6.8e+07	35600000	1.26e+08	1.05e+08	1.27e+08	8e+07	9.8e+07	40100000	89600000
P09429	0	0	0	0	0	0	0	0	0	0	0	0	5.3e+07	2.1e+08	0	0	0	0	0	0
P09493	0	0	0	0	0	0	0	0	22900000	3500000	19400000	31700000	0	0	0	0	7900000	10700000	0	0
P09496	0	2e+06	4.1e+07	1.9e+07	51200000	8.6e+07	103700000	2.16e+08	1.5e+08	1.3e+08	90900000	143400000	0	0	73100000	104800000	1.77e+08	1.19e+08	33700000	0
P09543	0	0	26200000	4200000	0	10300000	2800000	21800000	75900000	9700000	3e+06	6600000	0	0	0	0	0	0	0	0
P09619	0	1200000	6e+07	15100000	0	10400000	0	3.3e+07	26100000	31500000	3600000	1200000	0	0	0	0	0	0	0	0
P09622	0	0	0	0	0	0	0	0	1.9e+07	1.2e+07	2500000	0	0	0	0	0	0	0	0	0
P09874	0	0	5e+06	5900000	0	0	0	13600000	125800000	1.14e+08	7.5e+07	137100000	1142960000	1741100000	483600000	256700000	259600000	145200000	7700000	170440000
P09958	0	0	5200000	4e+06	0	8500000	2900000	0	0	0	0	0	0	0	0	0	0	0	0	0
P09960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44400000	12700000	29300000
P0C7P4	0	0	0	0	0	0	0	0	0	1e+07	0	0	0	0	0	0	0	0	0	0
P0C7U0	1900000	0	139500000	95400000	8800000	48700000	16800000	20800000	139800000	15200000	15700000	11400000	0	0	0	0	0	0	0	0
P0CG39	0	0	2.9e+07	0	1300000	0	0	0	0	0	0	1.5e+07	1.7e+07	0	0	0	0	0	0	1.2e+07
P0DMV9	0	0	7100000	0	0	3600000	0	26500000	5600000	0	1700000	0	10300000	2.3e+07	78500000	69100000	76500000	2.21e+08	37600000	149700000
P0DP25	0	0	0	0	0	3700000	0	0	1e+07	1700000	0	15600000	0	9e+06	30700000	1.1e+07	5.5e+07	77900000	41700000	0
P0DPH8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5700000	0	0	0
P10279	0	0	11800000	1.2e+07	0	0	0	0	2.3e+07	1.7e+07	4600000	0	0	0	0	0	0	0	0	0
P10515	0	0	0	0	0	0	0	6200000	215200000	177300000	52800000	6e+07	0	0	0	0	0	0	0	0
P10586	0	0	7800000	13100000	3300000	4300000	5200000	6400000	1.3e+07	1.2e+07	0	0	0	0	0	0	0	0	0	0
P10599	0	0	0	0	0	0	0	0	0	0	0	9500000	1.4e+07	2.4e+07	2.9e+07	7400000	0	0	0	1.1e+07
P10644	0	0	0	0	0	0	0	0	0	1300000	0	0	0	0	0	3900000	0	2e+06	0	1800000
P10809	0	0	46700000	2.4e+07	0	8900000	4500000	4.9e+07	2226200000	1775800000	759600000	276900000	6.4e+07	0	0	0	0	0	0	0
P10909	0	3700000	263400000	172400000	28300000	126500000	5.7e+07	89300000	70800000	1.09e+08	34700000	2.3e+07	0	6500000	0	0	0	2100000	0	0
P10915	0	0	0	4200000	0	3300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P11021	0	0	0	0	0	0	0	2800000	39700000	16200000	0	2.2e+07	0	0	0	0	0	0	0	0
P11047	0	0	87700000	33500000	10900000	41800000	30700000	82800000	184100000	204450000	7.1e+07	69150000	1.8e+07	0	7400000	0	0	7e+06	2e+06	0
P11117	0	0	28300000	28600000	0	16900000	6800000	20700000	14900000	0	0	0	0	0	0	0	0	0	0	0
P11142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5400000	0	0
P11166	2400000	1.3e+07	180200000	97100000	4.5e+07	8.7e+07	36400000	50500000	4.33e+08	316400000	7.8e+07	2.6e+07	1.3e+07	0	0	0	0	0	0	0
P11172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13200000	0	7400000
P11216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4600000	16900000	3100000	1.1e+07	7800000
P11279	7.1e+07	3.4e+08	4.243e+09	2888800000	1.759e+09	2721300000	1.577e+09	2.942e+09	2555800000	1.456e+09	9.73e+08	688900000	2.91e+08	1.88e+08	7.2e+07	4.5e+07	8.4e+07	5.3e+07	7.5e+07	2.04e+08
P11310	0	0	0	0	0	0	0	0	6200000	0	0	0	0	0	0	0	0	0	0	0
P11387	0	0	0	0	0	0	0	0	0	0	0	4100000	2.35e+08	3.77e+08	0	1.4e+07	0	0	0	0
P11388	0	0	0	0	0	0	0	0	7200000	0	0	0	149600000	1.5e+08	2.8e+07	0	630000	0	0	4700000
P11413	0	0	55700000	28460000	6300000	7900000	1.3e+07	52700000	153800000	46300000	1.6e+07	34500000	33300000	9.5e+07	1.07e+08	1.87e+08	3.05e+08	608400000	216900000	419700000
P11498	0	0	0	0	0	0	0	0	24600000	27300000	0	0	0	0	0	0	0	0	0	0
P11586	0	0	46600000	20500000	0	11940000	6700000	54500000	97800000	46100000	10200000	23800000	0	5.9e+07	177500000	390600000	367600000	1187500000	466600000	1047900000
P11717	0	1100000	547500000	671300000	495200000	1481800000	1067300000	1184800000	178900000	61100000	32800000	44500000	0	0	0	0	0	0	0	0
P11766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3900000	5e+06	5900000	29900000	0	1.5e+07
P11940	0	0	0	0	0	0	0	2.5e+07	8e+07	4200000	0	1.3e+07	0	0	7.4e+07	240200000	96300000	1.8e+07	15300000	5.9e+07
P12004	0	0	0	0	0	0	0	0	0	0	9200000	0	1.4e+07	1.3e+07	0	0	1.8e+07	2.7e+07	9700000	8600000
P12081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6400000	0	0	0	0
P12109	0	0	41600000	32600000	1.5e+07	1.9e+07	2.2e+07	38870000	8600000	0	0	7e+06	0	0	0	0	0	0	0	9800000
P12110	0	0	21200000	0	0	0	0	0	3700000	6400000	0	0	0	0	0	0	0	0	0	0
P12111	0	0	14400000	9800000	4600000	3100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P12268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26900000	38400000	90400000	3e+07	8.8e+07
P12269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19700000	22400000	4.6e+07	3e+07	5.8e+07
P12270	0	0	0	0	0	0	0	0	76900000	36200000	36500000	1.01e+08	1023200000	1139400000	1060200000	44400000	26100000	41900000	13600000	19800000
P12763	0	0	12700000	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	0	0	0	0
P12814	0	2600000	174150000	58860000	19100000	55710000	122800000	1260800000	6541100000	3.949e+09	1081700000	788700000	204700000	3.26e+08	243800000	182100000	188600000	289100000	2.6e+07	187500000
P12931	0	0	930000	4370000	0	0	0	0	0	6100000	1600000	0	0	0	0	0	0	0	0	0
P12955	0	0	0	0	0	0	0	0	0	0	0	0	0	5700000	11700000	9900000	2.2e+07	64100000	21600000	7.3e+07
P12956	0	0	1400000	0	0	0	0	0	0	2e+06	8500000	4400000	170600000	326500000	256900000	51100000	88300000	107800000	43900000	66500000
P13010	0	0	0	0	0	0	0	0	24600000	0	4700000	0	223800000	407800000	2.44e+08	131400000	67830000	128800000	6100000	1.19e+08
P13073	0	0	0	0	0	0	0	0	6.1e+07	4.1e+07	0	0	0	0	0	0	0	0	0	0
P13473	0	3.1e+07	580600000	341800000	1.5e+08	289070000	1.71e+08	144900000	314400000	233300000	1.86e+08	145900000	7.1e+07	3.8e+07	0	0	1.7e+07	1.7e+07	6500000	27100000
P13489	0	0	1800000	0	0	0	0	0	1.2e+07	0	3700000	5600000	0	0	0	13600000	1.7e+07	0	1e+07	1.8e+07
P13591	0	0	152700000	5.1e+07	16700000	34900000	1.9e+07	81700000	307300000	6.3e+07	1.4e+07	3300000	0	0	0	0	0	0	0	0
P13639	0	0	1.3e+07	6900000	3300000	0	0	0	5.2e+07	0	1.7e+07	1.5e+07	1.2e+07	8.5e+07	4.5e+07	74800000	1.1e+08	217700000	6.2e+07	2.2e+08
P13645	990810000	624700000	1157400000	1.47e+08	122500000	291800000	7192600000	2494400000	5.9e+07	300500000	601400000	105900000	510100000	30600000	9.3e+07	59100000	319700000	110100000	412300000	105800000
P13647	3.4e+07	4500000	9700000	0	0	0	4.4e+08	30900000	0	0	6.1e+07	0	0	0	0	0	0	0	10700000	0
P13667	0	0	0	11600000	0	2e+06	10600000	3e+07	50600000	9.2e+07	50500000	4.4e+07	1.7e+07	0	3800000	0	0	0	0	0
P13674	0	0	0	0	0	0	0	3800000	12500000	6800000	0	0	0	0	0	0	0	0	0	0
P13797	0	0	0	0	0	0	0	1400000	0	0	0	0	0	0	0	0	0	0	0	0
P13798	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2e+07	2.4e+07	89400000	103900000	190800000	53800000	122700000
P13804	0	0	0	0	0	0	0	0	41200000	5100000	2600000	0	0	0	0	0	0	0	0	0
P13861	0	0	4300000	1800000	0	0	6100000	5600000	27900000	4.1e+07	7900000	11300000	0	0	0	0	0	0	0	4600000
P13987	0	0	5.9e+07	2.7e+07	0	20600000	0	0	2.4e+07	1.4e+07	3500000	0	0	0	0	0	0	0	0	0
P14314	0	0	12100000	7700000	0	9100000	0	5.9e+07	141900000	1.12e+08	56900000	1.6e+07	5e+06	0	0	0	0	0	0	0
P14324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12400000	0	0
P14543	0	0	7700000	4600000	0	3500000	0	0	0	4400000	0	0	0	0	0	0	0	0	0	0
P14618	0	1300000	2.6e+07	51900000	3e+06	34600000	5600000	85200000	200500000	150800000	57900000	82200000	4400000	2.41e+08	379200000	1.707e+09	1.706e+09	3077500000	1.552e+09	2584500000
P14625	0	2600000	1.59e+08	103400000	0	53100000	34900000	196100000	548300000	715300000	338370000	247510000	81400000	55600000	6100000	0	0	2.6e+07	3400000	0
P14672	0	0	0	12300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P14866	0	0	0	0	0	0	0	0	155400000	280400000	228700000	597880000	2251400000	6037600000	7073500000	2913400000	1227900000	575600000	204100000	573400000
P14868	0	0	0	0	0	0	0	0	11500000	0	5600000	0	0	3500000	1.04e+08	169500000	189800000	153200000	69500000	141100000
P14923	2200000	0	31900000	14200000	1200000	0	6.9e+07	25090000	37700000	2.4e+07	8350000	0	0	0	0	0	0	0	0	0
P15151	0	1900000	1.42e+08	84700000	2.1e+07	4.1e+07	0	8300000	2.4e+08	1.5e+08	3e+07	1.9e+07	2400000	0	0	0	0	0	0	4e+06
P15170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17700000	0	0	0	0
